,ID,cell,AbsoluteC,mean_shift_clusters
458,TCYNTtInt,Astrocyte,0.0262902354696378,0
459,TCYNTtm,Astrocyte,0.1462323940000423,0
460,THD1m,Astrocyte,0.8515337001214413,1
461,THFtm,Astrocyte,0.0227841816667774,0
462,TKT1,Astrocyte,0.0015795486767863,0
463,TKT2,Astrocyte,0.001007375044655,0
464,TMDK1m,Astrocyte,0.707501484991342,1
465,TRDRm,Astrocyte,0.6294119070119923,1
466,TYRTAm,Astrocyte,0.0229736437811664,0
467,UPP3S,Astrocyte,0.0023031230060292,0
468,UPPDC1,Astrocyte,0.0236145003644822,0
469,UREAt,Astrocyte,0.0637721963490544,0
470,UREAtInt,Astrocyte,0.0263207869003578,0
471,UREAtm,Astrocyte,0.146154859366428,0
472,VALTA,Astrocyte,0.0390882527848645,0
473,VALTAm,Astrocyte,0.0082482352183804,0
474,VALt5m,Astrocyte,0.0009438412106795516,0
475,VALtec,Astrocyte,0.0330773619529799,0
476,VALtecInt,Astrocyte,0.0018520631874423,0
477,VITD2Hm,Astrocyte,0.7963174456114571,1
478,VITD2tm,Astrocyte,0.0566569117452236,0
479,VITD3Hm,Astrocyte,0.7958411201320224,1
480,VITD3tm,Astrocyte,0.0088794824421016,0
481,VITD3tm3,Astrocyte,0.0088794824413939,0
